Tipologia;Id;Brand;Modello;Allestimento;Segmentazione;Segmentazione descrizione;Prezzo;Anticipo 1;Durata 1;Km 1;Canone 1;Anticipo 2;Durata 2;Km 2;Canone 2;Anticipo 3;Durata 3;Km 3;Canone 3;Anticipo 4;Durata 4;Km 4;Canone 4;Anticipo 5;Durata 5;Km 5;Canone 5;Anticipo 6;Durata 6;Km 6;Canone 6;Anticipo 7;Durata 7;Km 7;Canone 7;Anticipo 8;Durata 8;Km 8;Canone 8;Optional;Alimentazione;Cilindrata Effettiva;Cilindrata;Pacchetto (Tipo Eletta, Sport);Model Year;Peso;Portata;Tipo Veicolo;Emissioni C02;Trazione;Consumo Combinato;Porte;Posti;Cambio;Potenza Massima KW;Potenza Massima CV;Cavalli Fiscali;Corpo Veicolo;Codice Ruote Anteriori;Codice Ruote Posteriori;Stock;Usato;Da Ordine;Pronta Consegna;Delivery;Data di Registrazione;Kilometraggio;Link al player;Immagine Copertina
Auto;40336321;NISSAN;QASHQAI;NISSAN QASHQAI 1.3 MHEV 140 Business Cross over 5-door (Euro 6D);DSG;Compact - Suv/Cross Over - Generic;25372;zero;48;40000;440;zero;48;120000;510;zero;60;50000;420;zero;60;150000;470;3810;48;40000;370;3810;48;120000;430;3810;60;50000;360;3810;60;150000;410;Vernice Perlata;Unleaded - Electric;1332 Cm3;1332 L;1.3 MHEV 140 Business;2022;1405 Kg;530 Kg;Manufacturer Vehicle;0 G/Km;Front;6.4 Litri Per 100km;5-Door;5;MAN6;103 KW;140 CV;15;Cross Over;215/65 C17 99H;215/65 C17 99H;no;si;no;-;-;23/09/2022;60589;https://auto.nextlane.com/public/player/c70ba20d618b9e71a4d432e7f42ee752ac2bb60a20bd65b11c8d27cf25628ab931b9f3fb422841c8621ea843dfa74d7531e697b1f22a69c2be07e10ded4a6ad8;https://s3.stampyt.io/prod/customer/media/75ec30f3-f2ce-4135-90ae-f417fa436498/269c34f5-74ea-492b-9a1e-79205c3aed01.jpg
Auto;40381053;NISSAN;QASHQAI;NISSAN QASHQAI 1.3 MHEV 158 N-Connecta Xtronic Cross over 5-door (Euro 6D);DSG;Compact - Suv/Cross Over - Generic;30192;zero;48;40000;480;zero;48;120000;570;zero;60;50000;450;zero;60;150000;530;4530;48;40000;380;4530;48;120000;480;4530;60;50000;370;4530;60;150000;450;Caricabatteria Wireless, Ruotino Di Scorta, Tetto Panoramico In Vetro E Barre Longitudinali, Vernice Metallizzata;Unleaded - Electric;1332 Cm3;1332 L;1.3 MHEV 158 N-Connecta Xtronic;2022;1468 Kg;517 Kg;Manufacturer Vehicle;0 G/Km;Front;6.5 Litri Per 100km;5-Door;5;AUT;116 KW;158 CV;15;Cross Over;235/55 C18 100V;235/55 C18 100V;no;si;no;-;-;31/03/2023;8726;https://auto.nextlane.com/public/player/f34dea35aab9f1f9151f469fc4d79d573de9e6ef02331109f294818bd7c13274ec7a145df9a29996496c353814c21f50955861da4baaa319e08caf809c2326ac;https://s3.stampyt.io/prod/customer/media/dcf6e65d-e126-4deb-ac79-4c57d018bf67/1c5541a2-168b-42cc-8a74-a6b2440059c5.jpg
Auto;40420759;NISSAN;QASHQAI;NISSAN QASHQAI 1.5 HEV e-Power Business Auto Cross over 5-door (Euro 6D);DSG;Compact - Suv/Cross Over - Generic;30290;zero;48;40000;500;zero;48;120000;570;zero;60;50000;470;zero;60;150000;530;4540;48;40000;410;4540;48;120000;480;4540;60;50000;390;4540;60;150000;450;Vernice Metallizzata;Unleaded - Electric;1497 Cm3;1497 L;1.5 HEV E-Power Business Auto;2022;1687 Kg;493 Kg;Manufacturer Vehicle;0 G/Km;Front;5.3 Litri Per 100km;5-Door;5;AUT;140 KW;190 CV;16;Cross Over;235/55 C18 100V;235/55 C18 100V;no;si;no;-;-;31/05/2024;21280;https://auto.nextlane.com/public/player/f44dec7b6e0aa407387a07778bc079deb57ea9c30c8169f66425fc20a0da317be54ee316c305a9ccf01595d1dd3788041b4a9a303611835a09b0af582c45109c;https://s3.stampyt.io/prod/customer/media/3df96d9b-6436-42fd-a55e-36216bebcf0c/727f6703-c555-4342-aa4b-70d2a1f26cdd.jpg
Auto;40390083;NISSAN;QASHQAI;NISSAN QASHQAI 1.5 HEV e-Power Business Auto Cross over 5-door (Euro 6D);DSG;Compact - Suv/Cross Over - Generic;30290;zero;48;40000;560;zero;48;120000;620;zero;60;50000;510;zero;60;150000;570;4540;48;40000;470;4540;48;120000;530;4540;60;50000;440;4540;60;150000;500;Vernice Metallizzata;Unleaded - Electric;1497 Cm3;1497 L;1.5 HEV E-Power Business Auto;2022;1687 Kg;493 Kg;Manufacturer Vehicle;0 G/Km;Front;5.3 Litri Per 100km;5-Door;5;AUT;140 KW;190 CV;16;Cross Over;235/55 C18 100V;235/55 C18 100V;no;si;no;-;-;28/11/2023;14113;https://auto.nextlane.com/public/player/608a7f84896ee6b3242a3ee65d9e60681f20ff1b99fec6a09df615b01dd663581d743f166f3761fb6e183622d7b7fc3334b7a651955d0250f30a8ccdb12ca28c;https://s3.stampyt.io/prod/customer/media/b7e47e2e-6346-4464-a435-506156d6038d/279d6818-4c4c-417f-a6fc-b131700294bb.jpg
Auto;40241915;NISSAN;QASHQAI;NISSAN QASHQAI 1.5 dCi 115 Business Cross over 5-door (Euro 6.2);DSG;Compact - Suv/Cross Over - Generic;22577;zero;48;40000;370;zero;48;120000;430;zero;60;50000;330;zero;60;150000;390;3390;48;40000;300;3390;48;120000;360;3390;60;50000;270;3390;60;150000;330;Vernice Metallizzata;Diesel;1461 Cm3;1461 L;1.5 DCi 115 Business;2019;1460 Kg;495 Kg;Manufacturer Vehicle;102 G/Km;Front;3.9 Litri Per 100km;5-Door;5;MAN6;85 KW;115 CV;16;Cross Over;215/60 C17 96H;215/60 C17 96H;no;si;no;-;-;30/12/2020;61504;https://auto.nextlane.com/public/player/f74ed7f9636363a39ebb8abab7c4ac7cf6d7d64928cf6bab654a1c4f384fc9827a7fbe3c5b9a7506fb35f638d8e24d5c7183a620636e1cda9e3a64a2b6ec0c8c;https://s3.stampyt.io/prod/customer/media/885569b4-b26f-459b-b5d2-576469cdf59e/a287d185-160c-4391-a184-573a43a80563.jpg
Auto;40241952;NISSAN;QASHQAI;NISSAN QASHQAI 1.5 dCi 115 Business Cross over 5-door (Euro 6.2);DSG;Compact - Suv/Cross Over - Generic;22577;zero;48;40000;360;zero;48;120000;420;zero;60;50000;310;zero;60;150000;370;3390;48;40000;290;3390;48;120000;340;3390;60;50000;260;3390;60;150000;320;Vernice Bianco Perlato Brillante;Diesel;1461 Cm3;1461 L;1.5 DCi 115 Business;2019;1460 Kg;495 Kg;Manufacturer Vehicle;102 G/Km;Front;3.9 Litri Per 100km;5-Door;5;MAN6;85 KW;115 CV;16;Cross Over;215/60 C17 96H;215/60 C17 96H;no;si;no;-;-;30/12/2020;66948;https://auto.nextlane.com/public/player/f4c448a9d54755e4faff3fc58fdbb0648bbe53f505d01fa8c16dccb66087bfc0361a298c196e25f672fd054313a750248306e11236bc9cf03e1f8b2275d87171;https://s3.stampyt.io/prod/customer/media/b425e74d-bcf9-419b-9a00-3b5ad65b217b/8d7ea38a-0229-4d7c-b6fb-4739ea4a6116.jpg
Auto;40223674;NISSAN;QASHQAI;NISSAN QASHQAI 1.7 dCi 150 4WD Business Cross over 5-door (Euro 6.2);DSG;Compact - Suv/Cross Over - Generic;26253;zero;48;40000;390;zero;48;120000;450;zero;60;50000;360;zero;60;150000;420;3940;48;40000;310;3940;48;120000;360;3940;60;50000;290;3940;60;150000;350;Vernice Metallizzata;Diesel;1749 Cm3;1749 L;1.7 DCi 150 4WD Business;2019;1608 Kg;457 Kg;Manufacturer Vehicle;135 G/Km;4WD;5.1 Litri Per 100km;5-Door;5;MAN6;110 KW;150 CV;18;Cross Over;215/60 C17 96H;215/60 C17 96H;no;si;no;-;-;02/10/2020;62580;https://auto.nextlane.com/public/player/799ae4a906810c9617873f7afc92b10c206b3ccbf0567de3ef954c704d66f071bd2946592ff04b8fb89d75cce37514f2a987e82983ee63c8dd44f9f1aa405a46;https://s3.stampyt.io/prod/customer/media/c63a5cd5-c2f2-44b7-bb76-4c21262b9421/f4fb110c-f56f-4294-a887-3d2775505d54.jpg
Auto;-;NISSAN;X-TRAIL;NISSAN X-TRAIL 1.5 MHEV Acenta CVT Cross Over 5-Door (Euro 6E);FSG;-;30641;zero;48;40000;500;zero;48;120000;600;zero;60;50000;470;zero;60;150000;560;4600;48;40000;400;4600;48;120000;510;4600;60;50000;390;4600;60;150000;480;-;Unleaded - Electric;1497 Cm3;1497 L;1.5 MHEV Acenta CVT;2024;1589 Kg;511 Kg;Manufacturer Vehicle;0 G/Km;Front;6.9 Litri Per 100km;5-Door;5;AUT;120 KW;163 CV;16;Cross Over;235/60 C18 103H;235/60 C18 103H;no;no;si;-;-;-;-;-;https://www.nolecar.com/immaginiutente/automobili//700/700_M_669_al.jpg
Auto;-;OPEL;CORSA;OPEL CORSA 1.2 100cv Edition MT6 Hatchback 5-Door (Euro 6E);CBG;Small - Hatchback/Sedan - Generic;15516;zero;48;40000;290;zero;48;120000;360;zero;60;50000;270;zero;60;150000;330;2330;48;40000;240;2330;48;120000;320;2330;60;50000;230;2330;60;150000;290;-;Petrol (unleaded);1199 Cm3;1199 L;1.2 100cv Edition MT6;2025;1165 Kg;455 Kg;Manufacturer Vehicle;0 G/Km;Front;5.2 Litri Per 100km;5-Door;5;MAN6;74 KW;100 CV;14;Hatchback;195/55 C16 87H;195/55 C16 87H;no;no;si;-;-;-;-;-;https://s3.stampyt.io/prod/customer/media/aa8bee37-6047-468d-94ba-3f60eb15e90a/4edb4546-bece-449d-8de6-d78ee3f23834.jpg
Auto;40378763;OPEL;CORSA;OPEL CORSA 1.2 75cv Edition MT5 Hatchback 5-door (Euro 6D);CBG;Small - Hatchback/Sedan - Generic;15557;zero;48;40000;340;zero;48;120000;400;zero;60;50000;310;zero;60;150000;360;2330;48;40000;290;2330;48;120000;350;2330;60;50000;270;2330;60;150000;320;Parking Pack, Vernici Metallizzate;Petrol (unleaded);1199 Cm3;1199 L;1.2 75cv Edition MT5;2023;1055 Kg;495 Kg;Manufacturer Vehicle;0 G/Km;Front;5.2 Litri Per 100km;5-Door;5;MAN5;55 KW;75 CV;14;Hatchback;195/55 C16 87H;195/55 C16 87H;no;si;no;-;-;26/04/2023;8668;https://auto.nextlane.com/public/player/5e4a45fb79bb18245ea81f809f8714c6ff998d55e0b3e1c6e3bf94b3d162cdf22cd81dd168e44e403b1687aaeef6e01c12e38a842ee9f1f18a4016d484b876c9;https://s3.stampyt.io/prod/customer/media/aa8bee37-6047-468d-94ba-3f60eb15e90a/4edb4546-bece-449d-8de6-d78ee3f23834.jpg
Auto;40230427;OPEL;CROSSLAND X;OPEL CROSSLAND X 1.2 130cv Innovation S&S AT6 Cross over 5-door (Euro 6D);CSG;Small - Suv/Cross Over - Generic;19410;zero;48;40000;330;zero;48;120000;390;zero;60;50000;310;zero;60;150000;340;2910;48;40000;270;2910;48;120000;330;2910;60;50000;260;2910;60;150000;290;Ruota Di Scorta Di Dimensioni Ridotte, Vernice Metallizzata;Petrol (unleaded);1199 Cm3;1199 L;1.2 130cv Innovation S&S AT6;2020;1289 Kg;516 Kg;Manufacturer Vehicle;114 G/Km;Front;5 Litri Per 100km;5-Door;5;AUT6;96 KW;130 CV;14;Cross Over;195/60 C16 89H;195/60 C16 89H;no;si;no;-;-;29/07/2020;49694;https://auto.nextlane.com/public/player/3beb280511af2bab8a5b043443f198d0fc67935e5d798dba321c563d6a32019f5c6dfa99e9d373951e135714ebc34f5bd93d5552dd6580faec66b5f3f9834da3;https://s3.stampyt.io/prod/customer/media/0f130268-3db5-4693-a046-292737e9a980/2a7e43b5-9647-413a-b53a-78c6667140ab.jpg
Auto;40230462;OPEL;CROSSLAND X;OPEL CROSSLAND X 1.2 130cv Innovation S&S AT6 Cross over 5-door (Euro 6D);CSG;Small - Suv/Cross Over - Generic;19410;zero;48;40000;310;zero;48;120000;360;zero;60;50000;280;zero;60;150000;320;2910;48;40000;250;2910;48;120000;300;2910;60;50000;240;2910;60;150000;270;Ruota Di Scorta Di Dimensioni Ridotte, Vernice Metallizzata;Petrol (unleaded);1199 Cm3;1199 L;1.2 130cv Innovation S&S AT6;2020;1289 Kg;516 Kg;Manufacturer Vehicle;114 G/Km;Front;5 Litri Per 100km;5-Door;5;AUT6;96 KW;130 CV;14;Cross Over;195/60 C16 89H;195/60 C16 89H;no;si;no;-;-;27/07/2020;68802;https://auto.nextlane.com/public/player/3065592058009d29509ffb5f937ef779c441efda6a951c684c747bb3f494f8ebd75425e92f19d09a5da03b4943fbfa5bb4f40cb17de0084478df86510c38479a;https://s3.stampyt.io/prod/customer/media/793c6666-8e85-43c5-a3fc-51614b403a79/0764b59d-2be2-4262-a238-76fb42587225.jpg
Auto;40230463;OPEL;CROSSLAND X;OPEL CROSSLAND X 1.2 130cv Innovation S&S AT6 Cross over 5-door (Euro 6D);CSG;Small - Suv/Cross Over - Generic;19410;zero;48;40000;340;zero;48;120000;390;zero;60;50000;310;zero;60;150000;350;2910;48;40000;270;2910;48;120000;330;2910;60;50000;260;2910;60;150000;300;Ruota Di Scorta Di Dimensioni Ridotte, Vernice Metallizzata;Petrol (unleaded);1199 Cm3;1199 L;1.2 130cv Innovation S&S AT6;2020;1289 Kg;516 Kg;Manufacturer Vehicle;114 G/Km;Front;5 Litri Per 100km;5-Door;5;AUT6;96 KW;130 CV;14;Cross Over;195/60 C16 89H;195/60 C16 89H;no;si;no;-;-;29/07/2020;36652;https://auto.nextlane.com/public/player/4614697a37fb2a9ba6fca72a9bf1ac9d7b312a94d8fc846494a4c8069e923d030f0e48d15de07ff0701e97ca6ad14919f50018dda49c25fc227aa53ac92dbb8f;https://s3.stampyt.io/prod/customer/media/3af4b449-5655-4d5f-a2c1-755a64fa8f2d/4cce1f62-b727-4cee-8c9f-a02f4e5b44fa.jpg
Auto;-;OPEL;FRONTERA;OPEL FRONTERA Hybrid 100cv Edition EDCT Sport Utility Vehicle 5-Door (Euro 6E);DSG;Compact - Suv/Cross Over - Generic;19533;zero;48;40000;360;zero;48;120000;450;zero;60;50000;340;zero;60;150000;400;2930;48;40000;300;2930;48;120000;380;2930;60;50000;290;2930;60;150000;350;-;Unleaded - Electric;1199 Cm3;1199 L;Hybrid 100cv Edition EDCT;2024;1260 Kg;570 Kg;Manufacturer Vehicle;0 G/Km;Front;6 Litri Per 100km;5-Door;5;AUT6;74 KW;100 CV;14;Sport Utility Vehicle;215/65 C16 98H;215/65 C16 98H;no;no;si;-;-;-;-;-;https://www.nolecar.com/immaginiutente/automobili//700/700_M_646_al.jpg
Auto;40251869;OPEL;INSIGNIA;OPEL INSIGNIA ST 1.5 CDTI Business Elegance 122cv AT8 SW 5-door (Euro 6D);MWG;Higher Middle - Station Wagon - Generic;31418;zero;48;40000;360;zero;48;120000;430;zero;60;50000;330;zero;60;150000;400;4710;48;40000;260;4710;48;120000;330;4710;60;50000;250;4710;60;150000;320;Additional Pack 05, Antifurto, Cerchi In Lega 18’’Multirazze Black Gloss, Park & Go Pack, Tetto Apribile Panoramico Scorrevole Sports Tourer, Vernice Metallizzata, Vetri Posteriori Oscurati;Diesel;1496 Cm3;1496 L;ST 1.5 CDTI Business Elegance 122cv AT8;2021;1618 Kg;582 Kg;Manufacturer Vehicle;0 G/Km;Front;5.2 Litri Per 100km;5-Door;5;AUT8;90 KW;122 CV;16;SW;245/45 C18 96W;245/45 C18 96W;no;si;no;-;-;22/04/2021;79317;https://auto.nextlane.com/public/player/bcbd74bb269b7f56055a6098a5b78e7acc118eb349eec0dab1ff2472912f9f94ca43bdcc139040438904077b73174ae4656c90af18568e9ef5ea3d1db4128928;https://s3.stampyt.io/prod/customer/media/0c3a0d5b-5c2b-43bd-87df-1e45e950ec81/c9ff7ade-5119-4bab-b763-8fb82cc1e2e5.jpg
Auto;-;OPEL;MOKKA;OPEL MOKKA 1.2 T 136cv Edition MT6 Sport Utility Vehicle 5-Door (Euro 6E);CSG;Small - Suv/Cross Over - Generic;20738;zero;48;40000;370;zero;48;120000;460;zero;60;50000;360;zero;60;150000;420;3110;48;40000;310;3110;48;120000;390;3110;60;50000;310;3110;60;150000;370;-;Electric;1199 Cm3;1199 L;1.2 T 136cv Edition MT6;2025;1294 Kg;396 Kg;Manufacturer Vehicle;0 G/Km;Front;0 Litri Per 100km;5-Door;5;MAN6;100 KW;136 CV;14;Sport Utility Vehicle;215/65 C16 98H;215/65 C16 98H;no;no;si;-;-;-;-;-;-
Auto;-;OPEL;MOVANO;OPEL MOVANO 2.2 BlueHDi 120 S&S 30 L2H1 Furgone 4-Door (Euro 6E);R;-;31600;zero;48;40000;500;zero;48;120000;610;zero;60;50000;480;zero;60;150000;570;4740;48;40000;400;4740;48;120000;510;4740;60;50000;400;4740;60;150000;490;-;Diesel;2179 Cm3;2179 L;2.2 BlueHDi 120 S&S 30 L2H1;2025;2000 Kg;1000 Kg;Manufacturer Vehicle;0 G/Km;Front;7.3 Litri Per 100km;4-Door;3;MAN6;88 KW;120 CV;21;Furgone;215/70 C15 109S;215/70 C15 109S;no;no;si;-;-;-;-;-;-
Auto;40396152;PEUGEOT;2008;PEUGEOT 2008 BlueHDi 130 EAT8 Allure S/S Cross over 5-door (Euro 6D);CSG;Small - Suv/Cross Over - Generic;26025;zero;48;40000;500;zero;48;120000;580;zero;60;50000;460;zero;60;150000;540;3900;48;40000;420;3900;48;120000;490;3900;60;50000;400;3900;60;150000;470;Vernice Metallizzata;Diesel;1499 Cm3;1499 L;BlueHDi 130 EAT8 Allure S/S;2024;1270 Kg;505 Kg;Manufacturer Vehicle;0 G/Km;Front;5 Litri Per 100km;5-Door;5;AUT8;96 KW;130 CV;16;Cross Over;215/60 C17 H;215/60 C17 H;no;si;no;-;-;29/09/2023;19958;https://auto.nextlane.com/public/player/0accbb0be18311e40cbfdea27cfd35600f96eb8782c7efb755e4847a65f3c401a8f87ce97bbd6977742396f0bc38111cc6d96628208edc2d54daca3873f7c7c7;https://s3.stampyt.io/prod/customer/media/56eefc99-a45d-4638-aaaa-3d73e69d60e2/a3d92374-1705-4365-a46b-08827bed65e7.jpg
Auto;-;PEUGEOT;2008;PEUGEOT 2008 PureTech 100 Style S/S Cross Over 5-Door (Euro 6D);CSG;-;21230;zero;48;40000;330;zero;48;120000;420;zero;60;50000;320;zero;60;150000;390;3180;48;40000;270;3180;48;120000;350;3180;60;50000;270;3180;60;150000;340;-;Unleaded - Electric;1199 Cm3;1199 L;PureTech 100 Style S/S;2024;1188 Kg;522 Kg;Manufacturer Vehicle;0 G/Km;Front;5.7 Litri Per 100km;5-Door;5;MAN6;75 KW;100 CV;14;Cross Over;215/65 C16 H;215/65 C16 H;no;no;si;-;-;-;-;-;https://www.nolecar.com/immaginiutente/automobili//700/700_M_260_al.jpg
Auto;40350053;PEUGEOT;2008;PEUGEOT 2008 PureTech 130 EAT8 Active Pack S/S aut. Cross over 5-door (Euro 6D);CSG;Small - Suv/Cross Over - Generic;22107;zero;48;40000;390;zero;48;120000;460;zero;60;50000;360;zero;60;150000;420;3320;48;40000;320;3320;48;120000;390;3320;60;50000;310;3320;60;150000;370;Fari Anteriori EcoLED, Piano Di Carico Regolabile In Altezza, Vernice Metallizzata;Petrol (unleaded);1199 Cm3;1199 L;PureTech 130 EAT8 Active Pack S/S Aut.;2023;1280 Kg;460 Kg;Manufacturer Vehicle;109 G/Km;Front;5.9 Litri Per 100km;5-Door;5;AUT8;96 KW;130 CV;14;Cross Over;215/65 C16 H;215/65 C16 H;no;si;no;-;-;30/01/2023;25798;https://auto.nextlane.com/public/player/bdfec95951ea39098f258f53d5a4b8a94087fbf32c5c373dda77d99b469be740f67656ee0a885a59e2c05801c3c046a7500a2dcb2d154ee2f49ad146896233c6;https://s3.stampyt.io/prod/customer/media/f2f21806-a5fa-45c3-ab09-3cc7e499ceb9/7eba4156-bcc4-405e-b288-ab32ced6c3a7.jpg
Auto;-;PEUGEOT;208;PEUGEOT 208 Style PureTech 100 S/S Hatchback 5-Door (Euro 6E);R;-;16918;zero;48;40000;300;zero;48;120000;370;zero;60;50000;280;zero;60;150000;340;2540;48;40000;250;2540;48;120000;320;2540;60;50000;240;2540;60;150000;300;-;Electric;1199 Cm3;1199 L;Style PureTech 100 S/S;2024;1090 Kg;505 Kg;Manufacturer Vehicle;0 G/Km;Front;5.2 Litri Per 100km;5-Door;5;MAN6;75 KW;100 CV;14;Hatchback;195/55 C16 H;195/55 C16 H;no;no;si;-;-;-;-;-;-
Auto;40326319;PEUGEOT;3008;PEUGEOT 3008 BlueHDI 130 EAT8 GT Pack aut. Sport utility vehicle 5-door (Euro 6D);DSG;Compact - Suv/Cross Over - Generic;34340;zero;48;40000;590;zero;48;120000;680;zero;60;50000;560;zero;60;150000;640;5150;48;40000;490;5150;48;120000;570;5150;60;50000;470;5150;60;150000;550;Advance Grip Control, Night Vision, Pelle Nappa Rossa, Tinte Metallizzate;Diesel;1499 Cm3;1499 L;BlueHDI 130 EAT8 GT Pack Aut.;2021;1504 Kg;496 Kg;Manufacturer Vehicle;104 G/Km;Front;5.2 Litri Per 100km;5-Door;5;AUT8;96 KW;130 CV;16;Sport Utility Vehicle;205/55 C19 V;205/55 C19 V;no;si;no;-;-;29/11/2022;55983;https://auto.nextlane.com/public/player/06386529ffd232ed141c0e3b6f398292d1d4529487edd4f280d2587323af63526885e1b1b0768b08e3d5aca5eade90678dc15bf6bb600b4af3ce4b17737afffa;https://s3.stampyt.io/prod/customer/media/f641763a-c03a-4ce2-99bd-6341e2f10831/028d6355-0f85-4e09-885a-6d6c62979722.jpg
Auto;40247544;PEUGEOT;3008;PEUGEOT 3008 BlueHDI 130 EAT8 S&S Allure Sport utility vehicle 5-door (Euro 6D);DSG;Compact - Suv/Cross Over - Generic;29176;zero;48;40000;490;zero;48;120000;560;zero;60;50000;470;zero;60;150000;530;4380;48;40000;400;4380;48;120000;470;4380;60;50000;390;4380;60;150000;460;Tinta Madreperla/Speciale;Diesel;1499 Cm3;1499 L;BlueHDI 130 EAT8 S&S Allure;2021;1504 Kg;496 Kg;Manufacturer Vehicle;104 G/Km;Front;5.2 Litri Per 100km;5-Door;5;AUT8;96 KW;130 CV;16;Sport Utility Vehicle;225/55 C18 98V;225/55 C18 98V;no;si;no;-;-;31/01/2023;45104;https://auto.nextlane.com/public/player/6ac666e58f1a6fdf2c09ed150ebc9ca9bef61f989197d69909d5f4faf0a2c1232429f590ba17608ebe472a8d81004ae76afdbc87e05f29db21b99f3040bf95a7;https://s3.stampyt.io/prod/customer/media/2610bead-d9f8-4446-aed1-b7673833bc85/8bd28c32-ea8e-416b-a177-6c98441fb429.jpg
Auto;-;PEUGEOT;3008;PEUGEOT 3008 Hybrid 136 Allure E-DCS 6 Sport Utility Vehicle 5-Door (Euro 6D);DSG;Compact - Suv/Cross Over - Generic;31639;zero;48;40000;470;zero;48;120000;590;zero;60;50000;450;zero;60;150000;540;4750;48;40000;370;4750;48;120000;490;4750;60;50000;370;4750;60;150000;460;-;Unleaded - Electric;1199 Cm3;1199 L;Hybrid 136 Allure E-DCS 6;2025;1573 Kg;507 Kg;Manufacturer Vehicle;0 G/Km;Front;5.5 Litri Per 100km;5-Door;5;AUT6;100 KW;136 CV;14;Sport Utility Vehicle;225/55 C19 103V;225/55 C19 103V;no;no;si;-;-;-;-;-;https://www.nolecar.com/immaginiutente/automobili//700/700_M_446_al.jpg
Auto;40233540;PEUGEOT;308;PEUGEOT 308 Active Business BlueHDi 130 EAT8 S&S aut Hatchback 5-door (Euro 6.2);DBG;Compact - Hatchback/Sedan - Generic;23361;zero;48;40000;300;zero;48;120000;360;zero;60;50000;260;zero;60;150000;320;3500;48;40000;220;3500;48;120000;280;3500;60;50000;200;3500;60;150000;270;Tinta Speciale;Diesel;1499 Cm3;1499 L;Active Business BlueHDi 130 EAT8 S&S Aut;2021;1279 Kg;561 Kg;Manufacturer Vehicle;92 G/Km;Front;3.5 Litri Per 100km;5-Door;5;AUT8;96 KW;130 CV;16;Hatchback;205/55 C16 90V;205/55 C16 90V;no;si;no;-;-;21/12/2020;56390;https://auto.nextlane.com/public/player/8b3baef9bae3d913895155708357ddd312401432ee36e4d0cba315cc47af183cee0bacbaf8567c22025ed62626e0d678f07825380a5b5c7a9fcee9fcb6c1e48c;https://s3.stampyt.io/prod/customer/media/2715bcec-b77b-411f-a442-f5219ed94b5e/0302aab1-523d-4187-be34-c7c7d4e4c15a.jpg
Auto;-;PEUGEOT;308;PEUGEOT 308 Style Hybrid 136 E-DCS6 Aut. Hatchback 5-Door (Euro 6E);DBG;Compact - Hatchback/Sedan - Generic;25672;zero;48;40000;480;zero;48;120000;570;zero;60;50000;450;zero;60;150000;530;3850;48;40000;400;3850;48;120000;490;3850;60;50000;390;3850;60;150000;460;-;Diesel;1199 Cm3;1199 L;Style Hybrid 136 E-DCS6 Aut.;2024;1450 Kg;510 Kg;Manufacturer Vehicle;0 G/Km;Front;4.7 Litri Per 100km;5-Door;5;AUT6;100 KW;136 CV;14;Hatchback;205/55 C16 91V;205/55 C16 91V;no;no;si;-;-;-;-;-;https://s3.stampyt.io/prod/customer/media/2715bcec-b77b-411f-a442-f5219ed94b5e/0302aab1-523d-4187-be34-c7c7d4e4c15a.jpg
Auto;-;RENAULT;AUSTRAL;RENAULT AUSTRAL Evolution Mild Hybrid Advanced 130 Sport Utility Vehicle 5-Door (Euro 6E);DSG;Compact - Suv/Cross Over - Generic;27104;zero;48;40000;400;zero;48;120000;510;zero;60;50000;390;zero;60;150000;470;4070;48;40000;320;4070;48;120000;420;4070;60;50000;320;4070;60;150000;400;-;Unleaded - Electric;1199 Cm3;1199 L;Evolution Mild Hybrid Advanced 130;2024;1506 Kg;488 Kg;Manufacturer Vehicle;0 G/Km;Front;5.4 Litri Per 100km;5-Door;5;MAN6;96 KW;130 CV;14;Sport Utility Vehicle;215/65 C17 99V;215/65 C17 99V;no;no;si;-;-;-;-;-;-
Auto;40272142;RENAULT;CAPTUR;RENAULT CAPTUR 1.6 PHEV E-TECH 117KW INTENS Sport utility vehicle 5-door (Euro 6D);CSG;Small - Suv/Cross Over - Generic;26670;zero;48;40000;410;zero;48;120000;470;zero;60;50000;390;zero;60;150000;440;4000;48;40000;320;4000;48;120000;380;4000;60;50000;320;4000;60;150000;370;Cavo Di Ricarica MODE 3 DA 6,5 M CON PRESA TIPO 2 (In Aggiunta A Quello Di Serie), Pack Standard Safety (OBBLIGATORIO), Vernice Bi-Tono Metallizzato/Metallizzato;Unleaded - Electric;1598 Cm3;1598 L;1.6 PHEV E-TECH 117KW INTENS;2021;1564 Kg;496 Kg;Manufacturer Vehicle;0 G/Km;Front;1.4 Litri Per 100km;5-Door;5;AUT6;117 KW;160 CV;17;Sport Utility Vehicle;215/60 C17 96H;215/60 C17 96H;no;si;no;-;-;17/01/2022;49935;https://auto.nextlane.com/public/player/cc6cfc5d3b0d863c5dbd3d20ae2fe0c32025fa17a0e164a37ab56bc2c9eea92e43f3d91b3d69c33755953d33a987cde1c1c815a9102785f47767bac6bf0d8dea;https://s3.stampyt.io/prod/customer/media/98d23a79-ceac-46f2-954c-5bb831ef3138/2d6b9e16-421f-42b5-b8ed-dc9da545fc6f.jpg
